3/31/2020 23:13,"b'RT @DisneyAnimation: For this shot in ""Show Yourself,"" the Lighting team designed a pattern of dancing light.  The pattern was fixed onto a\xe2\x80\xa6'"
,
3/31/2020 23:12,"b""RT @DisneyD23: ICYMI: Have you been watching #Frozen2 on #DisneyPlus? Hear some snow cool secrets from the film's creators: https://t.co/Lk\xe2\x80\xa6"""
,
3/31/2020 23:11,b'RT @Disney: #Frozen2 is now streaming on #DisneyPlus \xe2\x9d\x84\xef\xb8\x8f \xf0\x9f\x8d\x82 https://t.co/xb2MyfDc2E'
,
3/31/2020 23:10,b'RT @Disney: #Frozen2 is now streaming on #DisneyPlus \xe2\x9d\x84\xef\xb8\x8f \xf0\x9f\x8d\x82 https://t.co/xb2MyfDc2E'
,
3/31/2020 23:10,b'RT @laughing_place: #WaltDisneyAnimationStudios Shares a drawing lesson with the supervising animator of #Elsa from #Frozen and #Frozen2 as\xe2\x80\xa6'
,
3/31/2020 23:04,"b""RT @DisneyD23: ICYMI: Have you been watching #Frozen2 on #DisneyPlus? Hear some snow cool secrets from the film's creators: https://t.co/Lk\xe2\x80\xa6"""
,
3/31/2020 23:02,b'RT @Disney: #Frozen2 is now streaming on #DisneyPlus \xe2\x9d\x84\xef\xb8\x8f \xf0\x9f\x8d\x82 https://t.co/xb2MyfDc2E'
,
3/31/2020 23:01,b'RT @Disney: #Frozen2 is now streaming on #DisneyPlus \xe2\x9d\x84\xef\xb8\x8f \xf0\x9f\x8d\x82 https://t.co/xb2MyfDc2E'
,
3/31/2020 23:00,"b'RT @DisneyAnimation: For this shot in ""Show Yourself,"" the Lighting team designed a pattern of dancing light.  The pattern was fixed onto a\xe2\x80\xa6'"
,
3/31/2020 22:59,"b""RT @anygoodfilms: #RT \n\n#MondayMotivation \n#MondayMood \n\n#Win a blu ray of long awaited Disney sequel, 'Frozen 2'\nhttps://t.co/VEjgZYBTUA\xe2\x80\xa6"""
,
3/31/2020 22:58,b'RT @Disney: #Frozen2 is now streaming on #DisneyPlus \xe2\x9d\x84\xef\xb8\x8f \xf0\x9f\x8d\x82 https://t.co/xb2MyfDc2E'
,
3/31/2020 22:58,b'RT @girltalkmags: Step into the unknown with Frozen 2! \xf0\x9f\x92\x9c\n\nRT and follow to #win a copy of the brand-new film on DVD!\n\n#Competition #Frozen2\xe2\x80\xa6'
,
3/31/2020 22:57,"b""RT @anygoodfilms: #RT \n\n#MondayMotivation \n#MondayMood \n\n#Win a blu ray of long awaited Disney sequel, 'Frozen 2'\nhttps://t.co/VEjgZYBTUA\xe2\x80\xa6"""
,
3/31/2020 22:56,"b'Yes, I have a 3-year-old and #Frozen2 on repeat. Love this part every time. #Queen #Kristoff #Sven #JonathanGroff https://t.co/pCtR0g44Ne'"
,
3/31/2020 22:56,"b'RT @DisneyAnimation: For this shot in ""Show Yourself,"" the Lighting team designed a pattern of dancing light.  The pattern was fixed onto a\xe2\x80\xa6'"
,
3/31/2020 22:55,"b'RT @DisneyAnimation: For this shot in ""Show Yourself,"" the Lighting team designed a pattern of dancing light.  The pattern was fixed onto a\xe2\x80\xa6'"
,
3/31/2020 22:55,"b'RT @DisneyAnimation: For this shot in ""Show Yourself,"" the Lighting team designed a pattern of dancing light.  The pattern was fixed onto a\xe2\x80\xa6'"
,
3/31/2020 22:53,"b'RT @HAEA88108019: #Frozen2 \nAn idea related to bridge, perhaps there has always been such an idea?\n(Found in The Art of F1&amp;F2) https://t.co\xe2\x80\xa6'"
,
3/31/2020 22:50,b'RT @Disney: #Frozen2 is now streaming on #DisneyPlus \xe2\x9d\x84\xef\xb8\x8f \xf0\x9f\x8d\x82 https://t.co/xb2MyfDc2E'
,
3/31/2020 22:49,"b'Princess Anna meets Han.... of the Southern Isles? Not quite, your worship. #starwars #frozen2 https://t.co/aNsQZpMgAA'"
,
3/31/2020 22:49,b'RT @GeryRdz: Just do the next right thing \xe2\x9c\xa8\n#Frozen2 \xf0\x9f\x8d\x82 https://t.co/t0KeFVHxff'
,
3/31/2020 22:49,"b""RT @DisneyD23: ICYMI: Have you been watching #Frozen2 on #DisneyPlus? Hear some snow cool secrets from the film's creators: https://t.co/Lk\xe2\x80\xa6"""
,
