DATE,ACCOUNT,Transcript 
2020-05-04 20:47:54,WillowBlack13,"b""Just watched #UploadOnPrime for the second time, all in one sitting...again. Damn nabbit! Ima spiral for a while. It's one of those shows that leaves you unable to watch anything else for a while afterwards.\n#UploadTV https://t.co/dKGceCmGF0"""
2020-05-04 20:47:20,TheTeamForwood,b'Nathan &amp; Nora have more chemistry than him &amp; his girlfriend.#UploadTV \n@RobbieAmell @andyallo'
2020-05-04 20:45:29,BrandonSiedlik,"b""I'm big enough to admit when I am wrong. #UploadTV is actually really good! I was really excited for #SpaceForce before, now I am incredibly excited for it. Amazing job @RobbieAmell #GregDaniels https://t.co/J32PIi0e8y"""
2020-05-04 20:44:36,RewingtheDay,"b'I watched all of #UploadTV and I have a lot of emotions right now. I laughed, I cried, I questioned my place in the universe. What a lovely ride. #UploadOnPrime'"
2020-05-04 20:25:34,takethatchick,b'Binge watched @UploadOnPrime on @primevideouk &amp; loved it. Really hope there will be a second season soon!!! @RobbieAmell @andyallo #UploadOnPrime #UploadTV https://t.co/2FbWKdvsfs'
2020-05-04 20:25:18,Cheo_jr21,b'Started watching #UploadTV and I have a crush @andyallo I mean a big time crush wow'
2020-05-04 20:21:05,Valentina__Effe,"b'@RobbieAmell @UploadOnPrime @PrimeVideo @StephenAmell @Code8Movie @allegra_edwards @andyallo @zainabjohnson @kevinbigley Favorite #UploadTV scene to shoot and why? \xf0\x9f\x98\x81\nI loved watching this show, really hoping for a season 2 soon! \xf0\x9f\xa4\x9e\xf0\x9f\x8f\xbb\xf0\x9f\x98\x8a'"
2020-05-04 20:21:00,downandnerdy757,"b""Listen to Ep 314 of our podcast for our first impression of Amazon's #UploadTV\nListen on SoundCloud:\nhttps://t.co/Q4npg5SeSA\n\nDownload Now:\nhttps://t.co/HGWL1mWHdA"""
2020-05-04 20:19:38,ChaseStein_,b'Cute first season for #UploadTV with a great universe! Sadly the show tries to be way too many things at once and therefore it gets lost along the way. https://t.co/UQYtZRfOP8'
2020-05-04 20:09:20,legalmindedpunk,"b""I am always annoyed that we don't get to see a lot more Lieutenant Wendy Seager on Chicago Fire, so having @andyallo as the star of #UploadTV was on point! She is such a fantastic actor! Go watch this gem of a show!"""
2020-05-04 20:08:44,__TWIGS__,b'@andyallo Thought you were amazing in #UploadTV'
2020-05-04 20:08:37,BrianChimino,"b""#UploadTV has potential. I'll stick with it."""
2020-05-04 20:01:37,MattBDev,"b""If Amazon doesn't give us a Season 2 of @UploadOnPrime I'm going to throe myself into the torrent. #UploadTV"""
2020-05-04 19:59:20,kevinbigley,b'YO I\xe2\x80\x99m on @afterbuzztv talking about @UploadOnPrime and the many ways I break my wife\xe2\x80\x99s sanity. #UploadTV https://t.co/6mTwztipdi'
2020-05-04 19:52:49,ORYANOL,"b'Are you still yourself when your uploaded, or just an AI with your knowledge? This is a very weird yet quite interesting TV serie. \n#Upload\n#UploadTV \n#UploadOnPrime'"
2020-05-04 19:47:12,christainbaIe,b'@RobbieAmell I laughed waaaaaay too hard during this scene and the way you delivered your lines was gold \xf0\x9f\x98\x82\xf0\x9f\x91\x8f #UploadTV https://t.co/5kIyJN3ozK'
2020-05-04 19:42:44,omgkris,"b""I went into watching @UploadOnPrime thinking it would just be a cheap ripoff of @nbcthegoodplace. I was pleasantly surprised to find that it's actually a very well done genre-splitting show with tons of heart. I can't wait for season 2. 5 stars. #UploadOnPrime #UploadTV #Upload"""
2020-05-04 19:40:03,TVInsider,"b""#UploadTV star @RobbieAmell talks about that dramatic Season 1 finale and Nathan's relationship with Ingrid and Nora going forward https://t.co/aAboUEDJIP"""
2020-05-04 19:36:11,smoaksmile,"b'I need an #UploadTV Olicity AU, just saying'"
2020-05-04 19:30:02,UploadOnPrime,b'Will do anything to watch #UploadTV. https://t.co/Mz7gifvX1j'
2020-05-04 19:27:50,AFKCreative,"b'#UploadTV was terrific. Went to a very different place than I thought at the start. Thought-provoking, funny, sad. Excellent. There had better be a season 2 in the works...'"
2020-05-04 19:24:46,fiorella20_,b'gagged #UploadTV https://t.co/cpRWtZaHcB'
2020-05-04 19:20:38,MelanousWonder,"b'@RobbieAmell @dpanabaker @UploadOnPrime @PrimeVideo @StephenAmell @Code8Movie @allegra_edwards @andyallo @zainabjohnson @kevinbigley Why did you want to take on the role of Nathan in Upload? What had Nathan\xe2\x80\x99s character taught you about yourself or society? By the way, love #UploadTV and can\xe2\x80\x99t wait for season 2!'"
2020-05-04 19:18:47,dontblinkponds,b'@RobbieAmell @UploadOnPrime @PrimeVideo @StephenAmell @Code8Movie @allegra_edwards @andyallo @zainabjohnson @kevinbigley @RobbieAmell #UploadTV Is there going to be a second season?? Please say yes. \xf0\x9f\xa5\xba\xf0\x9f\xa5\xba'
2020-05-04 19:17:33,christainbaIe,b'@RobbieAmell @UploadOnPrime @PrimeVideo @StephenAmell @Code8Movie @allegra_edwards @andyallo @zainabjohnson @kevinbigley If you could eat only one food for the rest of your life/ afterlife.... what would it be? #UploadTV'
2020-05-04 19:13:01,robbieamellcl,b'@RobbieAmell @UploadOnPrime @PrimeVideo Do you have a fav blooper? #UploadTV'
2020-05-04 19:12:46,Imzzzy_,"b'What a gut punch. Wow. Last episode and ending really wants to tear your heart apart &amp; yearn for S2 right this second. The acting along with this concept works great. Hilarious, emotional &amp; fun. Looks gorgeous even though half of it may be CGI. Another great show. \xf0\x9f\x98\xad\xf0\x9f\x94\xa5 #UploadTV https://t.co/ingXfTjzG6'"
2020-05-04 19:11:14,robbieamellcl,b'@RobbieAmell @UploadOnPrime @PrimeVideo Do you have something in common with Nathan? #UploadTV'
2020-05-04 19:09:02,GrizzMedia,b'@RobbieAmell @UploadOnPrime @PrimeVideo @StephenAmell @Code8Movie @allegra_edwards @andyallo @zainabjohnson @kevinbigley Is their enough material for #UploadTV to do a long run. Say 3 or more seasons?'
2020-05-04 19:08:57,zainabjohnson,b'A HUGE THANK YOU TO EVERYONE THAT BINGED THE ENTIRE SEASON OF @UploadOnPrime THIS WEEKEND!!! We thank you and love that you love us!!! Tell a friend to tell a friend and watch again hahaha!!! There\xe2\x80\x99s some hidden gems like @Zappos response to Lucy\xe2\x80\x99s return. Hahaha \xf0\x9f\x98\x89 #UploadTV https://t.co/vevNbFGaGM'
2020-05-04 19:06:21,robbieamellcl,b'@RobbieAmell @UploadOnPrime @PrimeVideo @StephenAmell @Code8Movie @allegra_edwards @andyallo @zainabjohnson @kevinbigley What\xe2\x80\x99s the most you like about Nathan? #UploadTV'
2020-05-04 19:05:24,robbieamellcl,b'@RobbieAmell @UploadOnPrime @PrimeVideo @StephenAmell @Code8Movie @allegra_edwards @andyallo @zainabjohnson @kevinbigley thank you for letting us enjoy your talent \xf0\x9f\x92\x95 #UploadTV'
2020-05-04 19:03:18,yveked,"b'@RobbieAmell @UploadOnPrime @PrimeVideo @StephenAmell @Code8Movie @allegra_edwards @andyallo @zainabjohnson @kevinbigley Loved #UploadTV, watched all episodes in one day \xf0\x9f\x98\x8a Was wondering how do you actually feel about people comparing it with respect to The Good Place? In what ways would you say that it differs from it, in what ways is it similar to it?'"
2020-05-04 19:01:32,candykizzes24,b'@RobbieAmell @UploadOnPrime @PrimeVideo @StephenAmell @Code8Movie @allegra_edwards @andyallo @zainabjohnson @kevinbigley When we getting more episodes of #UploadTV \xf0\x9f\x98\x89?'
2020-05-04 19:00:20,yveked,"b""@RobbieAmell @UploadOnPrime @PrimeVideo @StephenAmell @Code8Movie @allegra_edwards @andyallo @zainabjohnson @kevinbigley For #UploadTV : 1) If you could play any other character in this show, who would it be? I suppose Kevin's role but who knows... 2) What is one element of the show (like maybe a scene or a storyline) that you would have changed or done differently?"""
2020-05-04 18:54:56,_Foccus0,b'Love These Two Chemistry \xf0\x9f\xa4\xa3\n#UploadTV https://t.co/px40EqD7Ax'
2020-05-04 18:49:21,Azn_Mikes,"b'@RobbieAmell @UploadOnPrime @PrimeVideo @allegra_edwards @andyallo @zainabjohnson @kevinbigley When filming a scene, who laughed or broke the most?! Loved the series! Hopefully there will be a season 2! #UploadTV'"
2020-05-04 18:42:08,LauraJean1992,b'@RobbieAmell @UploadOnPrime @PrimeVideo @StephenAmell @Code8Movie @allegra_edwards @andyallo @zainabjohnson @kevinbigley Is there going to be a season 2 of #UploadTV?'
2020-05-04 18:38:50,LTkacikAdams,b'@RobbieAmell @dpanabaker @UploadOnPrime @PrimeVideo @StephenAmell @Code8Movie @allegra_edwards @andyallo @zainabjohnson @kevinbigley #UploadTV where was the show filmed and how hard was it to interact with so much SFX?'
2020-05-04 18:36:46,StillWorthy1,"b'@RobbieAmell @UploadOnPrime @PrimeVideo @StephenAmell @Code8Movie @allegra_edwards @andyallo @zainabjohnson @kevinbigley What was your favorite scene to film and why? \nAlso, are you surprised at the amount of positive tweets and reviews #UploadTV is getting in just a few days?'"
2020-05-04 18:36:25,_Foccus0,"b'Do think too hard, Man thought too hard\nNathan went from 1gig to 0byte in less than a sec \n#UploadTV #Upload https://t.co/V96HG6QOOL'"
2020-05-04 18:35:57,ChelseaAMusic,"b""Can't wait to check out @UploadOnPrime with @RobbieAmell when I have time I have a feeling I'm gonna love it just as much as I love @jackryanamazon &amp; @ExpanseOnPrime!!!! \xf0\x9f\x98\x8d\xf0\x9f\xa5\xb0\xf0\x9f\x99\x82 #UploadTV"""
2020-05-04 18:35:33,Carminm92,b'Got my family hooked! @RobbieAmell just binged #UploadTV again\xf0\x9f\x91\x8f Absolutely love the cast and I really hope season two happens soon! Amazon originals are killing it ! \xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f'
2020-05-04 18:35:25,Kevin_L_Johnson,b'@BeckyLynchWWE if you\xe2\x80\x99re looking for something fun for you and @WWERollins to watch I definitely recommend #UploadTV \xf0\x9f\x98\x82 https://t.co/gmjYo1iF7l'
2020-05-04 18:33:30,_Foccus0,"b""Done with this Amazing Futuristic Sci-fi Series - #Upload @UploadOnPrime\nAll about Digital Life Extension (Digital AfterLife)\nIf you're a fan of Humour and Nice Storyline, this is for you\nThey spent Facebook Libra \xf0\x9f\x98\x82\nHighly Recommend\n#UploadTV https://t.co/26xJklTQLW"""
2020-05-04 18:27:43,pkwilkins,"b'@RobbieAmell @UploadOnPrime @PrimeVideo @StephenAmell @Code8Movie @allegra_edwards @andyallo @zainabjohnson @kevinbigley If you could be uploaded to a dream area, where would it be? #UploadTV'"
2020-05-04 18:26:04,raichuHM03,b'@RobbieAmell @UploadOnPrime @PrimeVideo @StephenAmell @Code8Movie @allegra_edwards @andyallo @zainabjohnson @kevinbigley Why didn\xe2\x80\x99t you show your real butt on #UploadTV?? \xf0\x9f\x99\x88'
2020-05-04 18:10:28,xKeeleyxWard96,b'loving the relationship between Nathan and Nora #UploadTV'
2020-05-04 18:01:45,markaufe,b'U should watch #UploadTV best show on prime'
2020-05-04 18:01:26,bigdee84,"b""Only on episode two of #UploadTV , but I like it so far. I mean, @RobbieAmell's booty-popping in episode one is really all the reason I need to watch this show, anyway. https://t.co/WuIEGaJdUd"""
2020-05-04 17:59:01,DarrinMylet,b'@RobbieAmell @andyallo Great acting and writing especially pot shots at vz att.  2gigs data cap and unlimited timely!  42M Americans wo broadband frozen out now while @AjitPaiFCC trolls twitter and traveled the world last year!  #UploadTV https://t.co/9rtOBKUMWr'
2020-05-04 17:56:40,staish2580,"b'I\xe2\x80\x99ll say this again for the people in the back: If you need a new show to binge watch, pick #UploadTV on Amazon Prime. The acting is phenomenal and you will not be disappointed. @RobbieAmell @kevinbigley @andyallo \n\nGo. Watch. Now. \xf0\x9f\x92\xaa\xf0\x9f\x8f\xbb\xf0\x9f\x99\x8f\xe2\x9d\xa4\xef\xb8\x8f'"
2020-05-04 17:51:17,andyallo,b'Learn more about Nora &amp; @Uploadonprime. Thank you @BriefTake! #UploadTV   \xf0\x9f\x91\x89\xf0\x9f\x8f\xbdhttps://t.co/sSnsHesBwo https://t.co/6Cs79YNRkG'
2020-05-04 17:49:36,SwizzlLive,b'Binge watched all the episodes of #UploadTV  cant wait for season two they left it off on such a cliff hanger'
2020-05-04 17:44:02,StarryMag,"b'.@StarryMag has reporter @MalashaMonique\'s ""Top 3 #TV Moments!"" Check out last week\'s standouts in #Drama \nCBS #BlueBloods, #Comedy @LastManStanding #LastManStanding and #SciFi/#Fantasy @PrimeVideo series #UploadTV at https://t.co/wT6993CsC2! https://t.co/mkM26YAN1u'"
2020-05-04 17:38:23,TheRiseGuys,b'Listen to #TheRiseGuys Mon show Podcast S18 E77\n\n\xe2\x80\xa2Nine \xe2\x9d\xa4\xef\xb8\x8fs ppl w/ odd names\n\xe2\x80\xa2Matt \xe2\x9d\xa4\xef\xb8\x8fs #UploadTV\n\xe2\x80\xa2Beware! Murder Hornets\xf0\x9f\x90\x9d \n\xe2\x80\xa2Beware! Psychics\xf0\x9f\x94\xae\n\xe2\x80\xa2Beware! Koko\xf0\x9f\xa6\x9c\n\xe2\x80\xa2Phonearoo Finale w/ in studio performance by The Dooks \xf0\x9f\x8e\xa1\n\n\xe2\x8f\xafListen &amp; subscribe https://t.co/Rt0EFOKIET #podcast https://t.co/g2TCDy2eTj'
2020-05-04 17:36:49,Jsuttersab,b'Can\xe2\x80\x99t stop watching @UploadOnPrime well done @RobbieAmell #UploadTV #Upload'
2020-05-04 17:16:43,SnarkAndBourbon,"b""I should probably stop being a lazy ass and just write an actual review of #UploadTV since I'm still dwelling on it a day later."""
2020-05-04 17:11:41,RachDrum,b'Woah the new series upload on Amazon prime had me binge watching 10 episodes in two days. @UploadOnPrime \nVery clever show \xf0\x9f\x98\x8e\xf0\x9f\x91\x8c love it.\n#UploadTV'
2020-05-04 17:08:58,MisterJohnDoyle,"b'NEW Review\nUpload on Amazon Prime Video  #UploadTV \nIf this is the after-life, you can keep it...\nRead here:\nhttps://t.co/U6h7ke1sbC'"
2020-05-04 16:55:49,N0ChoiceToMake,b'Nora and Nathan \n\n#UploadTV https://t.co/ekIUI0npX0'
2020-05-04 16:55:41,KayReneeESQ,b'Finished the first season of #UploadTV on Amazon. Hope the next season gives us more @zainabjohnson. She\xe2\x80\x99s absolutely gorgeous.'
2020-05-04 16:55:03,robbieamellcl,b'I really love all the comments on #UploadTV\xc2\xa0 bc 99% are good comments of people enjoying the show. It\xe2\x80\x99s a great show and deserve the recognition it\xe2\x80\x99s getting.\nAnd obviously Robbie Amell is amazing and killed it!!!\nI hope we get season 2!!!'
2020-05-04 16:54:17,ShaneMcFaul,"b'I highly recommend checking out #UploadOnPrime. It had a similar vibe to Black Mirror, but I enjoyed the story much more. Great acting and lots of heartfelt/funny moments. 5/5 stars \xf0\x9f\x98\x84\n#Upload #UploadTV #bingewatching'"
2020-05-04 16:50:58,ketya_buka,b'I hate Nora #UploadTV'
2020-05-04 16:50:13,kevinbigley,"b'@MerrillBarr Thank you buddy!! And the same goes for you, you mensch. #LongLiveSirens #UploadTV https://t.co/r7bSQakaHu'"
2020-05-04 16:49:33,Israel__lee,b'I like the #UploadTV hashtag'
2020-05-04 16:44:23,AllieConfy,b'#UploadTV - Okay... my eyes are sweating... \xf0\x9f\x98\xa2\n-\n#AdoringJessicaTuck: https://t.co/6kxM7GZy6Y \n#JessicaTuck #RobbieAmell https://t.co/PLfIoCA8mQ'
2020-05-04 16:41:27,MelanousWonder,b'I definitely need a season two of #UploadTV I watched all of it in two days. Great show with hidden gems. I literally have so many questions! IT MUST BE RENEWED.'
2020-05-04 16:29:16,yvarcade,b'Futuristic @UploadOnPrime delights in satirizing tech and wealth disparity through a digital afterlife \xf0\x9f\x92\xbe on @PrimeVideoCA https://t.co/LbRCN6r0Nr #UploadTV https://t.co/TPz6j1tcjS'
2020-05-04 16:01:33,g0banana,b'Binged #Upload in one day and now I\xe2\x80\x99m sad because it\xe2\x80\x99s over and I NEED MORE EPISODES. #UploadTV #UploadOnPrime'
2020-05-04 15:59:58,TooFab,b'#UploadTV star @robbieamell is all of us during our Zoom meetings.... https://t.co/wg4pqIbZSQ'
2020-05-04 15:52:25,deanobaneeno,b'Anyone watching #UploadTV? What a show. https://t.co/XLEU4VccEn'
2020-05-04 15:45:37,UploadOnPrime,b'Did you miss @ConanOBrien interview Greg and the cast? #UploadTV https://t.co/70kFTbA2Zi'
2020-05-04 15:42:33,ACNYC_,b'Just started @UploadOnPrime and the comedy gold that is @RobbieAmell dancing to G6 is EXACTLY what I needed on this Monday morning #UploadTv https://t.co/OrGyzNoIQl'
2020-05-04 15:41:58,katrane,"b""I would have enjoyed #UploadTV more if I hadn't read that it's a cross between #BlackMirror and The Good Place.\n\nExcept for show's virtual reality premise, there is no similarity to Black Mirror. \n\nIt's basically VR Good Place"""
2020-05-04 15:41:34,MarleyakaTroy,b'Ugh Robbie Amell is so so charming and handsome and perfect. I can\xe2\x80\x99t handle it #UploadTV'
2020-05-04 15:40:13,br3ght0n,"b""Scary thing about this show...it's such a realistic future!! \n#UploadOnPrime #Upload #UploadTV"""
2020-05-04 15:40:07,Devin_Christian,b'Checked out @chriswilliams_ in #UploadTV this weekend. Definitely need a season 2!'
2020-05-04 15:34:52,Deven2021nu,"b'@GraceRandolph @RottenTomatoes Grace, I started and finished #UploadTV in a span of 24 hours thanks to your recommendation. It lives up to the hype and then some. Greg Daniels \xf0\x9f\x91\x91'"
2020-05-04 15:25:55,kritikustik,"b""Five stars for the brilliant ideas! Five stars for makin' me laugh so hard! (that AI guy tho!), Five stars for a deep messages about capitalism but makin' it fun to watch! Five Star for the charming performance by @RobbieAmell and ofcourse Five stars for #UploadTV @UploadOnPrime https://t.co/yDXxLAYJAW"""
2020-05-04 15:24:37,Imzzzy_,b'Ah this scene and the streetfighter one were perfect #UploadTV #UploadOnPrime https://t.co/OlBxiLALHC'
2020-05-04 15:22:55,JohnMcQuiston,b'We have watched six of ten #UploadTV episodes so far and it has highly entertained us. #NotAnAd https://t.co/Z91AUGTFuE'
2020-05-04 15:20:52,FashionweekNYC,b'@andyallo You are amazing and stylish in my new favorite show #UploadTV'
2020-05-04 15:15:39,CarrDominic,b'@RobbieAmell why did it take me halfway through the #UploadTV series to get the AI concierge joke? What else did I miss? I Will have to watch it again.'
2020-05-04 15:14:53,glancedin_,b'finished #UploadTV last night. I\xe2\x80\x99m gonna need a second season at the earliest convenience!!! https://t.co/aOrGz9il1K'
2020-05-04 15:13:38,SillyyPrince,b'Thinking about paying the bills even after you die....WTF \xf0\x9f\xa4\xaf\xf0\x9f\xa4\xaf\xf0\x9f\xa4\xaf\n#UploadTV https://t.co/KzCifthMnG'
2020-05-04 15:12:26,Imzzzy_,"b""The good place meets black mirror? I'm in. #UploadTV #UploadOnPrime"""
2020-05-04 14:58:36,currencyat,"b""Greeeaattt.... just when we got over half-thinking we were in the Matrix, now Amazon will have us half-believing we're living in the digital afterlife.  \n\nHalf believing you're in the after life would be... the after-half-life?\n\n#UploadTV"""
2020-05-04 14:55:47,jrstanley8530,b'@RobbieAmell @andyallo the bitter sweetness of binging #UploadTV is now I need to hope they get a season 2 then wait for this shitty world to calm down so they can film it then wait for the release. https://t.co/GdaqS8p9iW'
2020-05-04 14:54:00,_Lulu_Palooza_,b'#Upload on Amazon #UploadTV https://t.co/xByJqpdwUr'
2020-05-04 14:52:52,andyouloveher88,"b'#UploadTV is must see TV. Honestly, it is the best new show I have watched in awhile. It entertained me from beginning to end, and brought so much joy. I hope the show comes back for a season 2! @UploadOnPrime @PrimeVideo https://t.co/pShAQ2FUK1'"
2020-05-04 14:52:18,HerrIsMe,"b'@PrimeVideo Agent #KydMiller is #Upload-ed as in #This, Season 11, episode 2 of #TheXFiles \n#UploadTV \n#UploadOnPrime \nA match made in #xfiles heaven. https://t.co/KjW1fyZukv'"
2020-05-04 14:51:21,Jamezmcc,b'@UploadOnPrime is a really good show. Hooked me straight away and I binged through it in two nights. Kinda now in love with Andy Allo \xf0\x9f\x98\x8d (thats her below) #UploadTV https://t.co/Q5wjqcx0ux'
2020-05-04 14:50:06,xKeeleyxWard96,"b""currently binge watching @UploadOnPrime and i'm loving it, so far getting a 5 star rating from me #UploadTV"""
2020-05-04 14:48:25,WinoJude,b'@RottenTomatoes @UploadOnPrime Excellent show- Sadly Season 2 is so far away! #UploadTV'
2020-05-04 14:44:21,IvanSarmi98,b'@RottenTomatoes Huge congrats to @RobbieAmell and the #UploadTV cast and crew!'
2020-05-04 14:44:06,andyouloveher88,b'.@RobbieAmell really impressed me as Nathan in #UploadTV. This to me is his best work yet. I hope there will be a season 2! \xf0\x9f\xa4\x9e\xf0\x9f\xa4\x9e https://t.co/NwqEbWMfFo'
2020-05-04 14:43:55,SorenJeff,"b'I\'ll never hear ""Arnold Palmer"" the same way again. William B. Davis is hysterical. #UploadTV https://t.co/hcpAcRgWCR'"
2020-05-04 14:38:43,Addison122,b'#UploadTV is my new favorite show. Binge worthy \xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f'
2020-05-04 14:36:28,andyouloveher88,b'Nora told Nathan she loves him and he couldn\xe2\x80\x99t say it back because he ran out of data. #UploadTV https://t.co/XiGINhCx9X'
2020-05-04 14:35:12,andyouloveher88,b'That ending. I need more now!!!! #UploadTV'
2020-05-04 14:35:00,RottenTomatoes,b'#UploadTV joins the ranks among the best shows on Amazon Prime Video. https://t.co/bqHEDh6q2v'
2020-05-04 14:29:28,hemmoari,b'i cannot wait 2 YEARS for a new season omg #UploadTV'
2020-05-04 14:29:08,andyouloveher88,"b'Damn, Nathan killed that guy by elevator. Effective. #UploadTV'"
2020-05-04 14:18:52,andyouloveher88,b'He does remember. He just finally remembered shitty things about himself. \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad #UploadTV https://t.co/kORvyNKg8j'
2020-05-04 14:11:04,andyouloveher88,b'Oh no. \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\n\nIs Nathan not gonna remember Nora? #UploadTV'
2020-05-04 13:52:18,UploadOnPrime,b'when you binge watch all of #UploadTV on opening weekend https://t.co/18yWT5OCcj'
2020-05-04 13:37:03,PopTvFilm,b'Have now completed our binge of #UploadTV &amp; #HollywoodNetflix and highly recommend you start with them for you May TV streams. Completely different to each other but both great TV. #WhatToWatch https://t.co/FAQW9N6hpu'
2020-05-04 13:35:02,Tam_Savage,b'I binged #UploadTV this weekend and it was really good'
2020-05-04 13:31:57,EK13_Photos,b'@savvykenya have you watched #UploadTV ?'
2020-05-04 13:25:34,samantha_k_3,b'@RottenTomatoes Upload with @RobbieAmell ! So good! #UploadTV'
2020-05-04 13:17:25,andyouloveher88,b'Oh no. Nathan is gonna confess his feelings... and it\xe2\x80\x99s not to actual Nora. I can\xe2\x80\x99t watch. \xf0\x9f\x99\x88 #UploadTV'
2020-05-04 12:54:05,julianexcalibur,b'here are my thoughts of the first season of @UploadOnPrime https://t.co/XIuy2cPsIO #UploadTV'
2020-05-04 12:49:05,andyouloveher88,b'\xe2\x80\x9cYou could set an alarm next time.\xe2\x80\x9d #UploadTV https://t.co/u6dTJ7n3b0'
2020-05-04 12:38:38,SorenJeff,"b""#UploadTV had one of the best first seasons I can remember. \n\nI never thought a 'Data Cap' would keep me at the edge of my seat like I was watching A Quiet Place, or poverty because of bills.\n\nClasses could be taught on this first season. No joke."""
2020-05-04 12:35:19,GaryMLevin,"b""Review: Amazon's brilliant #UploadTV is the cynical #TheGoodPlace you didn't know you needed https://t.co/icb32nKp8S via @usatoday"""
2020-05-04 12:34:12,vaderzim,"b'What the actual! @UploadOnPrime you can\xe2\x80\x99t end like that! Great series #UploadTV but I need S2, like now! @RobbieAmell @andyallo @kevinbigley https://t.co/eFtgsItzqx'"
2020-05-04 12:18:44,TheJrence,"b""This past weekend:\n@BeckyLynchWWE on #Billions @AndyAllo on #UploadTV\n\n\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\n\nThat's the tweet. https://t.co/u3gP1Rzmjx"""
2020-05-04 12:06:37,someschlemiel,"b'@UploadOnPrime I think it an Amellzing show. And I think we need so, so much more. Please? Thanks. #UploadTV https://t.co/26LvRumqOm'"
2020-05-04 12:03:40,UntemperedTV,"b""Finished #UploadTV and definitely recommend it. Not remotely interested in anything The Good Place or Forever were exploring so it establishes itself as its own thing early on. It's got a fun rom-com vibe, a little bit of a mystery and some general silliness"""
2020-05-04 11:56:00,SliceMan13,"b""@RobbieAmell I've been a fan of yours since you were #firestorm in @CW_TheFlash. Now that I've seen #code8 and started on #UploadTV I'm probably going to try and find more of your work! Hats off to you sir!"""
2020-05-04 11:03:00,Neil_LFC,b'Waiting for #UploadTV Season 2 like ... https://t.co/IvYBwBctxO @PrimeVideoIN'
2020-05-04 11:00:58,wehaveahulkpod,"b'Amazon Prime Video has released the virtual premiere of their latest original sci-fi comedy series #UploadTV, which was hosted by Late-Night Talk Show host Conan O\xe2\x80\x99Brien.\n\nWatch below \xe2\xac\x87\xef\xb8\x8f https://t.co/vPzQVFnRYx'"
2020-05-04 10:54:32,SaiyanQuad92,b'Free the 2gig floor!! Let that boy read Harry Potter! #UploadTV https://t.co/JOcJuOz3hP'
2020-05-04 10:53:04,SaiyanQuad92,b'Just finished #UploadTV Where is Season 2???'
2020-05-04 10:46:31,CalvLau1,"b""#UploadTV starring is a great series! If Black Mirror met The Good Place it would be this! Haven't gone through a season so fast since Money Heist. \xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90#UploadOnPrime"""
2020-05-04 10:25:09,c_osazuwa,b'Watched all of #NeverHaveIEver on Netflix and started #UploadTV on Amazon this weekend. Both wonderful.'
2020-05-04 09:54:08,DuMy_2008,b'@RobbieAmell soo.... #UploadTV series 2 when? And #Code8 sequel? Cannot leave us hanging like this... https://t.co/w0YIvOkgBF'
2020-05-04 09:25:11,diannePNW,b'I really hope that Amazon offers a second season (at minimum) of #UploadTV.\n\nWe just binged on the entire first season and we need another season. Can I purchase a few gigs of data for Nathan to use?'
2020-05-04 09:23:52,aleelee_,"b'I need a season 2,3,4,5 RIGHT NOW #uploadtv'"
2020-05-04 09:02:39,ErausAnderson,b'Imma need season two of upload like NOW. #UploadOnPrime #UploadTV'
2020-05-04 08:57:01,Proximovies,"b'Good lord @primevideo... With all the shit that\'s going on worldwide the only thing you can come up with is a""vape lung disease"" in #Uploadtv'"
2020-05-04 08:43:51,JAndyjames,"b'@RobbieAmell @PrimeVideo @UploadOnPrime @andyallo @kevinbigley @zainabjohnson Update :\nHoly crap I absolutely loved it, thanks to the cast and crew for making one hell of a show, hey @PrimeVideo, please renew #UploadTV #UploadOnPrime'"
2020-05-04 08:39:25,BernaThoughts,b'Yo @UploadOnPrime did an amazing job with this show! @amazon better give us a season 2!!!\n#UploadTV\n#bingeworthy'
2020-05-04 08:30:57,wehaveahulkpod,"b""Wondering which of the new releases to check out on TV? Here's our latest reviews to help you decide! \n\n#DefendingJacob &gt; https://t.co/vAGDoJsnzM\n#HollywoodNetflix &gt; https://t.co/IWMon23C8u\n#UploadTV &gt; https://t.co/pL6EyWdU8n https://t.co/5bJKyWaMb6"""
2020-05-04 08:18:29,shilstonescott,"b'I really enjoyed #UploadTV, but I *did* spiral out a little bit afterwards thinking about death.'"
