DATE,ACCOUNT,Transcript 
2020-05-02 11:37:32,KevOKeefe1979,"b'#UploadTV  is far and away better than anything that came out on Netflix this week, but #HollywoodNetflix and #TheHalfOfItNetflix are both trending over it. You never surprise me Twitter. Basic https://t.co/qo6tmj8oqe'"
2020-05-02 11:25:33,kristal_bieber,"b""@RobbieAmell I only wanted to watch 1 episode of #uploadtv then ended up watching all 10 in a row \xf0\x9f\x98\x82 can't wait for season 2!!"""
2020-05-02 11:22:52,atlaspassedout,b'Need Season 2 now! Haven\xe2\x80\x99t binged a show like that in a while.  #UploadTV has a little bit of everything...@andyallo and @RobbieAmell nail it here.'
2020-05-02 11:01:50,yveked,"b""@RobbieAmell @kevinbigley @italiaricci So do you mean that @italiaricci also enjoyed secretly the dancing/singing bathroom scene of @kevinbigley like #AndreaRosen's character did? \xf0\x9f\x98\x82 #UploadTV #UploadOnPrime"""
2020-05-02 10:57:54,matoulaefrosini,b'Haven\xe2\x80\x99t enjoyed watching a series so much in a long time. Literally watched all of Season 1 in one night.\xf0\x9f\x99\x88Congrats to the amazing cast of #UploadTV. We need a second season ASAP @PrimeVideo! \n\nCC: @RobbieAmell @andyallo @zainabjohnson @allegra_edwards @kevinbigley'
2020-05-02 10:49:20,ardcn_,b'binged #UploadTV last night and this morning. so good! definitely needs a second season as soon as possible \xf0\x9f\xa5\xb0'
2020-05-02 10:33:50,LilMissCannabis,b'#upload on #AmazonPrime is a solid \n5.8! But at LEAST a 4.8! #prime @UploadOnPrime  #UploadTV'
2020-05-02 10:29:45,KennyBrown14,b'I started watching #UploadTV @PrimeVideo and the next thing I knew it was 3:00am. I watched all of Season-1. @andyallo and @RobbieAmell were fantastic!!! \xf0\x9f\x91\x8f \xf0\x9f\x91\x8f I loved the show and that ending has me searching the internet for Season-2 release date. I got to admit I can\xe2\x80\x99t wait! https://t.co/2piRN4d6DQ'
2020-05-02 10:28:28,melkorsbane,"b'Checked out this new show on Prime called Upload. Only saw the first episode but it\xe2\x80\x99s charming, goofy, and fun with a few splashes of intrigue. Definitely here for it. @UploadOnPrime @RobbieAmell #UploadTV'"
2020-05-02 10:18:15,_KaeKaoir,b'Okay Upload I see you  #uploadtv'
2020-05-02 10:11:00,CatrelCathey,b'I just finished watching every episodes this morning. It was super good. I actually love every projects you are in since TRUE JACKSON VP days. I really hope their will be a second season. #UploadTV https://t.co/9rCa7Nlcqf'
2020-05-02 10:10:26,xxliveyourlife,b'i just finished the first episode of #uploadtv and i am SO blown away by it!!! \xf0\x9f\xa4\xa9\xf0\x9f\xa5\xb3 @RobbieAmell you are amazing!'
2020-05-02 10:09:37,DpFinn9,b'#UploadTV was brilliant \xf0\x9f\x98\x81 when\xe2\x80\x99s season 2 ? @UploadOnPrime @RobbieAmell @kevinbigley @allegra_edwards @andyallo ? https://t.co/nThOlFqF6H'
2020-05-02 10:07:57,CatrelCathey,b'I definitely fuck with Aleesha. She was my girl. That whole NAE NAE sequence was a stroke a genius. I hope she find out that MR CAPUTO is literally sitting in the light fixture above her. I want a second season. #UploadTV'
2020-05-02 10:05:06,CatrelCathey,b'When Nathan went silent it broke me heart then Ingrid came along and gave him 1 gig? And he got extremely mad went back silently laughing so hard. #UploadTV'
2020-05-02 10:04:45,Dazzliveau,"b'This show is incredible, definitely deserves more episodes in a season, unfortunately I have already finished binging season one and am eagerly awaiting a season two. #UploadTV https://t.co/qER793LzJR'"
2020-05-02 10:04:35,unendingwill,b'#UploadTV is great TV. \xf0\x9f\x98\x81\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbe\xe2\x9d\xa4\xef\xb8\x8f'
2020-05-02 10:03:58,brothasoap,"b'As I have done since 1988, every time I see @jesstuck on screen I will scream -- MEGAN -- as my heart fills with joy \xe2\x99\xa5 #OLTL #UploadTV https://t.co/rOImwGb4p7'"
2020-05-02 10:03:36,pennstaterz,"b""also dylan needs an upgrade! if not only for his mother to come to terms that she can't get him back only give him a good afterlife. #UploadTV"""
2020-05-02 09:57:47,zomgitskathryn,b'watched all of #UploadTV on amazon prime video if anyone wants to talk about it'
2020-05-02 09:57:33,simploser,b'yo! @UploadOnPrime was f*cking amazing.. season 2 is definitely needed!! @RobbieAmell #UploadTV https://t.co/kv2efkwDEl'
2020-05-02 09:54:15,jpooch21,b'I really enjoyed @UploadOnPrime #Upload #UploadTV. It better get a second season'
2020-05-02 09:49:36,HighPitchMatty,b'Really enjoying @RobbieAmell on @UploadOnPrime \nLove me some existentialism with a sprinkling of social commentary and a great laugh\n\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xf0\x9f\x91\x86 #UploadTV https://t.co/RHPp8VIpu0'
2020-05-02 09:43:42,StanleyOsei5,b'When is #UploadTV season 2 coming?'
2020-05-02 09:31:29,glenngarrison7,b'#UploadTV Just got done watching the first season the first few episodes were actually pretty funny. But of course modern politics at the start playing a factor.'
2020-05-02 09:25:32,Methystic,b'@hubertlepicki #UploadTV is creepy good. Loads of great speculative tech.'
2020-05-02 09:16:42,DARAIDERHATER,"b'Just binged the whole show ""Upload"" on amazon... whats wrong with you people at Amazon give me the next season right dadgum now before i give you a 3.58 rating so fast \xf0\x9f\xa4\xa3!!! #UploadOnPrime #UploadTV #Upload A++++ 5stars'"
2020-05-02 09:03:39,WVanCuyck,b'@PrimeVideo #season2 please! #UploadTV'
2020-05-02 09:02:35,tyronestandys,b'Ingrid still annoying #UploadTV'
2020-05-02 09:01:21,BenCavanagh,"b""Liked by none other than 'Luke' the ridiculously funny best friend. @kevinbigley Huge congrats on the show. So excited for season 2! #UploadTV https://t.co/pO8NDlzOK0"""
2020-05-02 08:58:33,joesh,b'Just watched the whole season 1 of #UploadTV in one sitting. Terrific. https://t.co/YMzS6xXRHu'
2020-05-02 08:45:49,MistyMcClure_,b'Oh #UploadTV is so good. It\xe2\x80\x99s 2 am and I\xe2\x80\x99m fighting the urge to rewatch it already.'
2020-05-02 08:43:03,splnyrobert,b'@amazon #UploadTV season 2 please!!! \xf0\x9f\x98\x81  @UploadOnPrime'
2020-05-02 08:39:46,rjorgensen,"b'Well, @UploadOnPrime took me 5 hours to watch. Well done Prime! When is season 2 coming out!?! \xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f #UploadTV'"
2020-05-02 08:36:53,haventbeennamed,b'How calming: people still using wired controller and leaving their computers without signing out in 2033. #UploadTV'
2020-05-02 08:26:08,kaleenka,b'Ten minutes in and I already know I love it. #upload #UploadOnPrime #UploadTV Upload (2020\xe2\x80\x93\xc2\xa0)\n#IMDb https://t.co/I8fkZH7fBM'
2020-05-02 08:22:34,buzzwhistle,b'Upload? Surprisingly good near future sci fi. #UploadTV'
2020-05-02 08:20:51,SaintGz,b'#UploadTV sur prime est un gros show for realz !'
2020-05-02 08:19:22,rsarahsez,b'#UploadTV this woman has a very pretty profile'
2020-05-02 08:19:09,dancor09,b'Binge watched Upload on Prime . Hell of an actress Andy Allo is #UploadTV https://t.co/HNXsD3r29U'
2020-05-02 08:15:04,iamthem00s3,"b'The new @amazon show #UploadTV is surprisingly really good! Like a tech version of The Good Place - less silly while still really funny, and with more genuine human depth.'"
2020-05-02 08:11:27,AmandaNHood,"b""Just binged the 1st season of @UploadOnPrime only released TODAY. So, the creator also made @theofficenbc &amp; then @parksandrecnbc with the creator of @TheGoodPlaceNBC Now I understand why I binged it all &amp; it's 3AM! My FAVE shows - such creative genius \xf0\x9f\x91\x8f #UploadTV Wow, just wow!"""
2020-05-02 07:59:40,AlphaWolfTV_,"b""@RobbieAmell's new show #UploadTV is fantastic."""
2020-05-02 07:54:23,Vanessa82661507,"b""Just finished binge watching #uploadtv It is so freaking great! Can't wait for the next season!"""
2020-05-02 07:52:37,tyronestandys,b'ingrid annoying #UploadTV'
2020-05-02 07:51:33,MarcusPWelleby,"b'@sepinwall I would argue not to hold its similarity to other shows against it. After all, there are multitudes of shows about doctors, cops, and lawyers. So, multiple afterlife shows should also be able to exist and be judged on their own merits. I enjoyed this one. #UploadTV #Upload'"
2020-05-02 07:47:08,Safosabd,"b""I just binged all of #UploadTV in one sitting......its soooooo good. Also i cannot blame Nathan for falling for nora cuz i'm a little in love with her too...."""
2020-05-02 07:44:37,AnaSilvaPhoto,b'@RobbieAmell twerking on #UploadTV is the best thing you\xe2\x80\x99ll see this week\xf0\x9f\xa4\xa3'
2020-05-02 07:43:10,in_likeFlynn,b'@andyallo is an actual angel. #UploadTV'
2020-05-02 07:42:35,cocanutz_,b'Just binge watched #UploadTV &amp; I love it! Can\xe2\x80\x99t wait for another season \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbe\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbe\xe2\x99\xa5\xef\xb8\x8f https://t.co/GoqDr77FHV'
2020-05-02 07:41:37,OVOSaeed_,b'#UploadTV goat https://t.co/HhSsM43BGa'
2020-05-02 07:41:21,synaestatic,"b""Can't sleep. #UploadTV got me like https://t.co/PsPwxCIwSa"""
2020-05-02 07:34:41,scofish,"b""Wow... ok... Damn it... @UploadOnPrime I'm intrigued. I need Season 2. #UploadTV https://t.co/ZTJJzR5EJk"""
2020-05-02 07:31:17,JasonSPrewitt,b'Binged all of #uploadTV in one sitting. I want to get uploaded right about now... but not to that 2G crap \xf0\x9f\x98\x82 smart imaginative show with a lot of heart! https://t.co/k16oVEl00z'
2020-05-02 07:21:01,LevityTV,b'She\xe2\x80\x99s great. You are too. #UploadTV https://t.co/wTIsKDILQl'
2020-05-02 07:20:16,CarlosLvarez,b'Need season two right about fucking now!! #UploadTV @RobbieAmell'
2020-05-02 07:16:58,omgdoubletees,b'#UploadTV so much better than i thought. https://t.co/zeR76bMuM8'
2020-05-02 07:15:51,Robogoblin01,"b""Ok. I can't stop watching @UploadOnPrime its soooo amazingly good, you guys. #UploadTV"""
2020-05-02 07:15:50,omgdoubletees,b'Nathan with his 1 gig. \n#UploadTV https://t.co/KkBNoLTIEq'
2020-05-02 07:15:26,leslea_la,b'#UploadTV #robbieamell just binged the first 5 episodes loving it hopeful for second season great work'
2020-05-02 07:14:59,BenCavanagh,"b'#UploadTV Holy crap,  Greg Daniels has always been a master at TV writing. But this is just a whole  other level. The whole season is a perfect mixture of comedy and drama. Just a wow.'"
2020-05-02 07:12:57,Breaette,b'I just binge watched all 10 episodes of @UploadOnPrime and it was definitely time well spent.\n\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\n@RobbieAmell @andyallo \n#UploadTV'
2020-05-02 07:11:56,MsChaunceyKR,"b'#UploadTV is SUPER cute so far! I\xe2\x80\x99m liking it. It\xe2\x80\x99s weirdly wholesome, but also very adult- and loads of dark humor, but also sweet humor. A nice mix. https://t.co/2ltaI3jimY'"
2020-05-02 07:09:35,PANationalsFan,b'Just finished watching the first season of #UploadTV #UploadOnPrime #Upload \n@UploadOnPrime \n\nHighly Recommend!!!'
2020-05-02 07:09:20,simplyhoran,b'Just finished #uploadtv! Can season 2 drop already?'
2020-05-02 07:06:40,Rigelina77,b'All !! All  of it it\xe2\x80\x99s amazing !Leesha is a big part of it  #UploadTV'
2020-05-02 07:04:18,DonRodrigez,"b'Caught the end of  a #UploadTV trailer, while channel surfing. Said, \xe2\x80\x9cOk I\xe2\x80\x99ll bite, and watch the first episode\xe2\x80\x9d. Now it\xe2\x80\x99s 3am, season binged, and I gotta be to work in 5 hours. Damn fine job @andyallo @PrimeVideo @RobbieAmell !! https://t.co/1ULuv4E8G3'"
2020-05-02 07:02:13,CinemApp_CineUK,b'I feel like there are layers to Ingrid (allegra_edwards) that we\xe2\x80\x99re not seeing just yet. #UploadTV - PrimeVideo'
2020-05-02 07:02:11,CinemApp_CineUK,b'Would y\xe2\x80\x99all decide to upload yourselves or not? #UploadTV - PrimeVideo'
2020-05-02 07:02:11,CinemApp_CineUK,"b'Just gonna say what we\xe2\x80\x99re all thinking, I wish Aleesha (zainabjohnson) was my work wife. #UploadTV - PrimeVideo'"
2020-05-02 07:00:44,jpooch21,b'On episode 6 of #UploadTV and I\xe2\x80\x99m really enjoying it. I honestly think this is the best bit of acting Robbie Amell has ever done.'
2020-05-02 07:00:42,parker_king13,b'#UploadTV is a genius show'
2020-05-02 06:59:56,DanaDeeSaravia,b'. @UploadOnPrime is helping me live my best quarantine. \n#UploadTV #UploadOnPrime \n\n PS - The scene in the first ep where Nora checks her phone - I see what you did there \xf0\x9f\x98\x8f\xf0\x9f\x8d\xb8 \xe2\x99\xa5\xef\xb8\x8f'
2020-05-02 06:59:01,PhhillCassso,"b'Ugh , I\xe2\x80\x99m so obsessed with #UploadTV , it makes me sad I don\xe2\x80\x99t want it to end'"
2020-05-02 06:58:34,WJWiorek,b'I had ZERO expectations for @UploadOnPrime BUT it is turning out to be pretty solid. \xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f #UploadTV'
2020-05-02 06:57:31,LadyL73,b'Binge watching the entire first season of #UploadTV'
2020-05-02 06:56:48,joesh,b'Kudos to whoever on @UploadOnPrime wrote the midpoint of THE SLEEPOVER. Such good character dev! #UploadTV'
2020-05-02 06:56:06,BTTG161,b'I was so happy to see @CreedBratton on #UploadTV.\n\n@UploadOnPrime https://t.co/XkRuGkm0nA'
2020-05-02 06:55:36,christiehill5,b'Side note about #uploadtv \n\n@RobbieAmell\n\nThat\xe2\x80\x99s the side note. \n\n@UploadOnPrime https://t.co/ldMz5gaZot'
2020-05-02 06:52:48,dcodysweet,"b'#UploadTV is one of the best shows I\xe2\x80\x99ve seen in 2020. I wasn\xe2\x80\x99t expecting a funny murder mystery that also served as a biting social commentary on wealth inequality and our current digital lives but man, is it what I needed right now. I\xe2\x80\x99m ready for season two!'"
2020-05-02 06:46:24,MyWontonSoup,b'Great show #UploadTV'
2020-05-02 06:44:18,ChronicalyCarly,b'Binge watching the entire season of #UploadTV in one night lol'
2020-05-02 06:43:35,maff84,b'Just finished #UploadTV and @RobbieAmell &amp; @andyallo are magic together. Recommend this \xf0\x9f\x92\xaf \xe2\x9c\x96 \xf0\x9f\x92\xaf. Please give us season 2 soon.'
2020-05-02 06:40:03,mynamegroos,b'#UploadTV was fantastic so happy I knocked it out in a day'
2020-05-02 06:37:32,K_Morrison3,"b""Started #UploadTV 6 hours ago and I'm already finished. This is an excellent show. I have so many questions and must get answers!! Definitely a must watch. https://t.co/OjE8DZNYya"""
2020-05-02 06:36:49,B3yondAwesome,b'That ending!! #UploadTV #UploadOnPrime'
2020-05-02 06:35:37,ThatsWhatKidsDo,b'#UploadTV is like an adult Disney channel original but I\xe2\x80\x99m here for it!'
2020-05-02 06:35:08,j_a_neves,b'I am super digging @UploadOnPrime! Hilarious and a really interesting concept. Would definitely recommend. #UploadTV'
2020-05-02 06:31:34,ThatsWhatKidsDo,b'Soooo is Robbie Amell gonna have a sweatpants bulge in the entirety of #UploadTV orrrre'
2020-05-02 06:26:36,simploser,b'I wanna go to Lakeview \xf0\x9f\x98\xa9 #UploadTV'
2020-05-02 06:25:55,Lori_Brighton,"b'Series I\xe2\x80\x99m binging Saturday: #UploadTV on Amazon Prime. Funny, charming, romance, &amp; even a little suspense/mystery. Also, actually pretty thought provoking too. https://t.co/xyDbKt0Kvl'"
2020-05-02 06:24:54,AuthorLR_Olson,"b'Series I\xe2\x80\x99m binging Saturday: #UploadTV on Amazon Prime. Funny, charming, romance, &amp; even a little suspense/mystery. Also, actually pretty thought provoking too. https://t.co/XGQlpFizs9'"
2020-05-02 06:22:53,AdamN928,"b'@TPostMillennial reported on the the leftist propaganda-filled Jack Ryan (season 2) from Amazon and I\xe2\x80\x99m hoping they do the same for the @amazon\xe2\x80\x99s @UploadOnPrime - a fun show, but also a nonstop capitalism bash fest. A real leftist wet dream. #UploadTV'"
2020-05-02 06:22:02,Tempyzt,"b'@andyallo just finished watching all the episodes of #UploadTV @PrimeVideo, you were awesome as Nora, I hope to hell you guys get a second season cause it\xe2\x80\x99s been so long since I\xe2\x80\x99ve been so all in on a show. Marvelous job!!!!!!!'"
2020-05-02 06:21:02,RPOxBlueMTyler,"b""I saw #UploadTV in its entirety with my family and we died laughing on how funny it was we can't wait for a second season. It's like Ready Player One meets The Office if you think about it."""
2020-05-02 06:19:12,theeCEOprodigy,b'If #UploadTV was real reality after death i would be like sign me up'
2020-05-02 06:18:29,JamisonKaitlin,b'#UploadTV is incredible!! @RobbieAmell &amp; @andyallo are perfect for their roles!! https://t.co/xnTu4Dxwmd'
2020-05-02 06:18:29,theeCEOprodigy,b'#UploadTV was good but I\xe2\x80\x99m mad i finished it all'
2020-05-02 06:18:04,quitabunnies,"b""I wasn't expecting #UploadTV to go this way..."""
2020-05-02 06:17:17,rachelcoutts3,b'Yesterday I watched the whole season of upload... today I\xe2\x80\x99m going to rewatch it because I\xe2\x80\x99m honestly obsessed! Please tell me there is a season 2 coming out because that ending!!!!!!!! @RobbieAmell #uploadtv'
2020-05-02 06:14:10,josierauschh,"b'This new show on amazon prime is like everything i love about the goodplace, black mirror, and west world in an amazing new perspective.  #UploadTV'"
2020-05-02 06:12:18,guacamo_leigh,b'ok it is literally not fair i have to wait for a second season of #UploadTV i literally thought there would be a tied up resolution at the end of ep 10 and now I NEED TO KNOW'
2020-05-02 06:10:33,MikeBaaden,"b""Ok @PrimeVideo, I'm ready for the next ten episodes of @UploadOnPrime! #UploadTV"""
2020-05-02 06:10:17,knockknockjoan,b'Nora and Nathan have my heart! \xf0\x9f\x98\xad #UploadTV'
2020-05-02 06:06:28,swiftie_ofgrace,b'stream my fan cam bye #UploadTV  https://t.co/8Yoc8n9Wuc'
2020-05-02 06:06:22,whoisbluke,b'#UploadTV is fire bruh I need more seasons https://t.co/k52eCRHmOf'
2020-05-02 06:03:50,Ryan04259428,"b""@andyallo Breakout Star!  Wow!  My 11 yrs old daughter says you're her new favorite!  I agree.  #UploadOnPrime #UploadTV"""
2020-05-02 06:03:16,biteme214,"b'So for real, who killed Nathan?  I need theories #UploadTV'"
2020-05-02 06:01:46,_dreamBIG,b'I wanna watch this.  #UploadTV'
2020-05-02 06:00:06,Bigredshark,b'2020 Cigarette Smoking Man is 100x scarier than X-Files CSM #UploadTV'
2020-05-02 06:00:03,biteme214,b'Ok. #UploadTV was amazing\xf0\x9f\x99\x8c\xf0\x9f\x99\x8c Can we get Season 2 like now??? @PrimeVideo'
2020-05-02 05:59:50,robbieamellcl,b'@Erin33986689 @RobbieAmell Praying for season 2 #UploadTV'
2020-05-02 05:59:11,AliAngel500,b'Just finished @UploadOnPrime Wow what a great show It definitely deserves a season 2. I have to know what happens with Nathan and Nora. Also I love the ending with ingrid. #UploadTV'
2020-05-02 05:54:06,Huchgirl,"b'@RobbieAmell What do you mean with ""the rest""?\nIs there a second season anywhere? Binged all 10, couldn\'t stop. #UploadTV is a masterpiece. \nAnd now I\'m  sitting there like you  \xf0\x9f\x91\x87and waiting for more. https://t.co/fOyQTkrI7k'"
2020-05-02 05:51:52,zainabjohnson,b'Yes someone do that now!!! @UploadOnPrime #UploadTV https://t.co/oRodpB83u0'
2020-05-02 05:47:04,knockknockjoan,"b""So impressed #UploadTV. It truly has it all and delivered in every way it was after. I'll be gladly heading back to this world and these characters in no time."""
2020-05-02 05:46:13,AimeeLyn_55,"b'Watched #Upload all in one shot tonight, and I have to say... I love Luke. Whole show is funny and smart. #UploadOnPrime #UploadTV'"
2020-05-02 05:45:02,LevelUpMica,b'Okkkkk how could y\xe2\x80\x99all ! Season 2 please  #UploadTV https://t.co/sHNUKBiL3r'
2020-05-02 05:41:49,cdallaird,b'#UploadTV has SO many good parts! Awesome critique on the future of tech and VR! #lovingit'
2020-05-02 05:39:18,albertobelli,b'Amazon\xe2\x80\x99s strength has always been comedy shows  and #UploadTV is another engaging addition to their catalogue. https://t.co/A4T2JDT1qx'
2020-05-02 05:36:02,Huggy1Leg,b'Wow so just 2 eps in and I can already tell #UploadTV is legit. @RobbieAmell is so damn charming and funny he just pulls you in. Very interested to see the rest of season 1. #BingeTime'
2020-05-02 05:33:55,WesHuett,"b'#UploadTV is tremendous television. Three episodes in, and I just want to keep watching. Great stuff. @PrimeVideo'"
2020-05-02 05:30:09,mrristoflow,"b'Music Video \n   mr. risto flow \n   ""pathfinder"" \n\n5k ? https://t.co/3s3658s9zM\npush this get to 5k views #uploadtv #maniac #rubirose\n\n#youtube #mrristoflow #pathfinder #mrf https://t.co/EQVPc4DSnq'"
2020-05-02 05:29:08,FollowNoOneBand,"b""HEY #SAOPAULO...\n\nYou had a lot to do with this!\n\nThanks for being our #2 city this last week.\nWe're Rockin' in Brazil!\n\n#Follownoone\n \n#SaturdayMorning #Brazil #Brasil #LiveDoEncontro \n#UploadTV"""
2020-05-02 05:28:08,TeaBeee,"b'First real new binge in a while since isolation and it\xe2\x80\x99s... just alright - in a good way. Happy to have a binge! Predictable and cute with enough futuristic tech to keep me interested. At 30 mins an episode, it\xe2\x80\x99s a nice short escape from the norm. #UploadTV https://t.co/jg2sYL4A5Q'"
2020-05-02 05:26:44,Redd0216,b'I need Season 2 of #UploadTV already'
2020-05-02 05:25:45,tvrecapsreviews,"b'REVIEW: Amazon\'s ""Upload"" - Nathan Experiences a Jarring Death Before Joining a New Afterlife Program in ""Welcome to Upload""\n\nhttps://t.co/oY6FMZOjcV #Upload #UploadTV #Amazon #AmazonPrime #AmazonPrimeVideo #PrimeVideo https://t.co/MkBHhSAW8Y'"
2020-05-02 05:23:29,BTTG161,"b""Watching @UploadOnPrime. I'm 1 episode in and already hoping for another season.\n\n#UploadTV"""
2020-05-02 05:22:17,TVPartyPlanner,"b'I could finish #UploadTV tonight, but I want to save the last two episodes https://t.co/VRFfecmEsd'"
2020-05-02 05:21:09,Ryan04259428,b'@andyallo @RobbieAmell #UploadTV He better remember her!!!!'
2020-05-02 05:19:55,cdambrosio79,"b'Hey tech support, tech support! I need a date for @UploadOnPrime season 2 please... tech support... geez @RobbieAmell cliffhangers... #UploadTV'"
2020-05-02 05:18:11,brian4dotcom,"b""It's going to be tough, but need to watch all 10 episodes of @UploadOnPrime by Monday so it'll stay fresh in my head #UploadTV"""
2020-05-02 05:18:09,atlgurl2,"b'Watched the first 5 episodes of @UploadOnPrime - great show, great concept- loving every min. And @RobbieAmell  your hair in the first episode \xf0\x9f\x98\x86 I couldn\xe2\x80\x99t stop laughing. #UploadTV  #PrimeVideo #NewShow #TV #LoveIt #DoYourselfAFavor'"
2020-05-02 05:17:32,TVPartyPlanner,"b""The odds are not in their favor, but I'm rooting for them\n\n#UploadTV https://t.co/7s2MtOuaS9"""
2020-05-02 05:15:15,Classic_George,b'Owen Daniels A.I Guy is the new Janet #UploadTV https://t.co/3gdQ7nAnz5'
2020-05-02 05:14:22,TVPartyPlanner,"b'""I had them do a wellness check on you, bust down your door, slept in your bed.""\n\n#UploadTV'"
2020-05-02 05:13:58,friskyfirefly,b'#UploadTV is so good. Watched all of first season today. I need more episodes!'
2020-05-02 05:12:48,TVPartyPlanner,b'I just love Ingrid! Period.\n\n#UploadTV https://t.co/W9y3xV59jX'
2020-05-02 05:12:46,nad1223,"b'I watched #UploadTV and found myself really liking it. Although a comedy, there are some thought provoking questions questions about society.'"
2020-05-02 05:10:52,anxiousgiant,b'@UploadOnPrime is one of the best TV shows I have watched. #uploadtv'
2020-05-02 05:10:20,Safosabd,"b'Yo, #UploadTV is REALLY good!'"
2020-05-02 05:07:33,TVPartyPlanner,b'My heart cannot. \n\n#UploadTV https://t.co/w097Ml1h8l'
2020-05-02 05:05:40,StillWorthy1,b'One of the best quotes of the series ... #UploadTV https://t.co/tAKL8Jpw3x'
2020-05-02 05:04:02,patriot4fr33,b'@RobbieAmell Do I get thanks for getting through 5 of #UploadTV?  Loved it!'
2020-05-02 05:03:50,simplyhoran,b'I thought Ingrid was a bitch. I was wrong. Kinda.  #UploadTV'
2020-05-02 05:01:04,Mystikceleste,"b'Ummm, did we forget about cousin/part time investigator Fran? #UploadTV'"
2020-05-02 04:59:18,thedomanator,b'I would be Fran. Part time private investigator #UploadTV https://t.co/8LpHVzNLNu'
2020-05-02 04:58:46,brian4dotcom,b'Watching first 2 episodes of #UploadTV via @PrimeVideo so far so good'
2020-05-02 04:58:29,9afan,"b'Hatred does not cease by hatred, but only by love; this is the eternal rule. - Buddha #quote #Covid_19 #StayHome #KimJongUn #Ramadhan #\xd9\x85\xd8\xb3\xd9\x84\xd9\x85_\xd8\xa7\xd9\x84\xd8\xa8\xd8\xb1\xd8\xa7\xd9\x83 #ErtugrulUrduPTV #BillGates #coronavirus #DefendingJacob #FirdousAshiqAwan #Gogglebox #HTGAWM #JENNIE #Kashmir #LabourDay #UploadTV'"
2020-05-02 04:58:19,AprilWaltons,b'#UploadTV is pornographic. I do not recommend.'
2020-05-02 04:55:44,Classic_George,b'If you liked #TheGoodPlace\nor the odd #BlackMirror episode you are going to LOVE \n@UploadOnPrime w/ @kevinbigley @andyallo &amp; @RobbieAmell \n\n#UploadTV https://t.co/Hyg9IK456N'
2020-05-02 04:55:42,Mystikceleste,b'Hey @PrimeVideo we need a season 2 of #UploadTV #justsayin #illbegifyouwantmeto'
2020-05-02 04:55:40,riiswilliams,b'The season finale of #UploadTV is just https://t.co/WzD4xMoVAt'
2020-05-02 04:53:48,TVPartyPlanner,"b""OMG I CAN'T STAND IT\n\n#UploadTV"""
2020-05-02 04:52:06,TVPartyPlanner,"b""What a precious moment, but he shouldn't have shared it!\n\n#UploadTV https://t.co/FvPaRij319"""
2020-05-02 04:50:38,LuvsGoddess10,b'Totally binge worthy.  #UploadTV'
2020-05-02 04:50:36,izzieislame,b'I just finished #UploadTV and I can\xe2\x80\x99t stand the fact that it\xe2\x80\x99s another year(hopefully) until we might get a season 2 bruh \xf0\x9f\xa5\xba\xf0\x9f\xa5\xba\xf0\x9f\xa5\xba'
2020-05-02 04:48:57,ninaluvsruki,b'I just got to the end of #UploadTV please tell me there is a second season @PrimeVideo\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f I laughed out loud so much but my heart is breaking a little at the same time\xf0\x9f\x92\x95\xf0\x9f\x98\xad awesome series.'
2020-05-02 04:48:22,modtechent,"b'""Best. Funeral. Ever...""\n#Bingewatching @UploadOnPrime  and we are moving on to Episode 4 ""The Sex Suit"" (sounds like it\'s going to be interesting!) I highly recommend this show for a #Quarantine #bingewatch\n\n#UploadTV #Streaming #Upload #AmazonPrimeVideo #tvtime #UploadOnPrime https://t.co/blQJXCqXps'"
2020-05-02 04:46:34,TVPartyPlanner,"b'""Of course.""\n\n#UploadTV https://t.co/vxiAHwSXxj'"
2020-05-02 04:46:24,luluroseee,b'Finished #UploadTV in less than 24 hours ...quarantine needs to be over now'
2020-05-02 04:44:34,KayReneeESQ,b'So basically someone made a series from some of the Black Mirror episodes for #UploadTV. It\xe2\x80\x99s still good though. Very watchable.'
2020-05-02 04:42:21,The_Sleiyer,"b""@RobbieAmell just binged all 10, can't wait for more! Creative and hilarious! #UploadTV"""
2020-05-02 04:41:27,drewhatch,b'Binged #UploadTV in a day. Great show.'
2020-05-02 04:40:55,modtechent,"b'@UploadOnPrime Episode 3 ""The Funeral"": \nThe download... IT\'S CREED!!!!! This just went from cool to awesome!\n\n#UploadTV #Upload #Streaming #AmazonPrimeVideo #Amazon #tvtime #bingewatching #bingeworthy https://t.co/tyXp6vBduA'"
2020-05-02 04:40:50,neongold19,b'so i just binged the entirety of #UploadTV and i already want a season 2'
2020-05-02 04:39:58,Ryan04259428,b'@andyallo woman crush Wednesday on a Friday.  Fantastic show so far. #UploadTV'
